Full Texts,ID,Name,Email,Phone,Address,Age,Gender,Category,Budget,Payment Method,Password,Created At
User Himmat Yohannan prefers shopping for Beauty with a budget of ₹44765.13.,474,Himmat Yohannan,eraju@dani.com,7921160798,West Bengal,24,Male,Beauty,44765.13,Credit Card,0accfb1a68748f6edb4d7d0453e1e7dcbca5e6fdcefbfb65bcbf4dd9dc1bebae,2025-03-31 17:55:01
User Zeeshan Wason prefers shopping for Home & Kitchen with a budget of ₹9935.39.,475,Zeeshan Wason,mallsumer@yahoo.com,6124482804,Goa,40,Male,Home & Kitchen,9935.39,Credit Card,008ec5fe39e681f83f0da2d25638c4ca616db9f6562061acdbdcbc8b449a06fc,2025-03-30 17:55:01
User Jiya Goyal prefers shopping for Home & Kitchen with a budget of ₹24374.14.,476,Jiya Goyal,jiyagolla@gmail.com,+918081780,Tamil Nadu,47,Female,Home & Kitchen,24374.14,Credit Card,617c86975bc84a8737ab7aa430effe339474581d7e525b58e70957fde4cfceba,2025-03-10 17:55:01
User Akarsh Chauhan prefers shopping for Beauty with a budget of ₹33886.0.,477,Akarsh Chauhan,qdeo@hotmail.com,3349922601,Uttar Pradesh,59,Female,Beauty,33886.0,Cash on Delivery,b7a60e3e4d77f29d4a56a1f1b5c4c565933da95d8bd50303aa67607c68ad2370,2025-03-31 17:55:01
User Pari Bains prefers shopping for Others with a budget of ₹40711.6.,478,Pari Bains,sbhandari@sahni.com,0235098406,West Bengal,33,Male,Others,40711.6,UPI,fe1caf8c80562867260c842ee44235a90b547f4a5f8eea66a5c288e682ef2beb,2025-03-16 17:55:01
User Saksham Issac prefers shopping for Electronics with a budget of ₹41946.43.,479,Saksham Issac,ksaran@yahoo.com,+918864040,Maharashtra,55,Male,Electronics,41946.43,Cash on Delivery,0fa4bd5abde35d3b3188bfdf7c6294d7c87bb7dc8d0bb403318d7ffa0e2ba453,2025-03-20 17:55:01
User Shalv Hans prefers shopping for Home & Kitchen with a budget of ₹7461.53.,480,Shalv Hans,aaryahigoel@saini-shanker.com,+911862185,Uttar Pradesh,30,Female,Home & Kitchen,7461.53,UPI,7449e78a6a18d147c256adfdfd49ef85e2343fba5eb837d5934ad88da746cc48,2025-03-21 17:55:01
User Veer Chakraborty prefers shopping for Others with a budget of ₹10607.78.,481,Veer Chakraborty,sagarindranil@gmail.com,+912618934,Punjab,54,Female,Others,10607.78,UPI,a8233e01ac1fc3e229ec002a25a526ed44b8b16001e8e851d685d5106c00b1a7,2025-03-02 17:55:01
User Zaina Lall prefers shopping for Beauty with a budget of ₹32059.41.,482,Zaina Lall,farhan63@mahajan-tripathi.info,+916926592,Punjab,53,Male,Beauty,32059.41,Debit Card,86b6c55bb9dcba9c799bd5a95664c3e8666d4c8c5ece9f5e6ee95b3420861459,2025-03-18 17:55:01
User Trisha Bir prefers shopping for Electronics with a budget of ₹23579.39.,483,Trisha Bir,rdhar@yahoo.com,0833205216,Gujarat,28,Female,Electronics,23579.39,PayPal,bc83b66a25a6fe9a6f88ef330ebe5d9a75e9abfdd988d59c18aed3e895eef923,2025-03-14 17:55:01
User Akarsh Agrawal prefers shopping for Books with a budget of ₹11373.73.,484,Akarsh Agrawal,alisha45@yahoo.com,7573757443,Haryana,53,Female,Books,11373.73,UPI,5ce7f51f093dd83e686d4746f4e071605d19ecf4ccffe0b239a6f9d2d73a80a6,2025-03-09 17:55:01
User Tejas Bajaj prefers shopping for Books with a budget of ₹7896.82.,485,Tejas Bajaj,dkarnik@buch.net,+913856434,Haryana,54,Male,Books,7896.82,Debit Card,32143d3a0706226c8bc32b1da1524120fec3a14ad424435c565045f5a6fbd9e6,2025-03-26 17:55:01
User Yasmin Yogi prefers shopping for Books with a budget of ₹41127.41.,486,Yasmin Yogi,umang90@gmail.com,+910147879,Rajasthan,51,Male,Books,41127.41,Debit Card,0f3b59eaf4e2e7802799465f508c97a36195e8576093c402d9d16b4518471d63,2025-03-08 17:55:01
User Mishti Brahmbhatt prefers shopping for Beauty with a budget of ₹7988.3.,487,Mishti Brahmbhatt,manjari33@gmail.com,+917250787,Tamil Nadu,30,Male,Beauty,7988.3,Debit Card,62d9c83a63d3da52aee27f836ab1b6943dd5c2def5da848b21d6f7e9d91a1a94,2025-03-26 17:55:01
User Jayesh Subramanian prefers shopping for Beauty with a budget of ₹16985.08.,488,Jayesh Subramanian,banerjeedhanush@gmail.com,+910645690,Haryana,26,Male,Beauty,16985.08,Cash on Delivery,690b29c170296ec8f2da1a2319b59a2c4435d038c36c9a257708af0e4ceb8035,2025-03-02 17:55:01
User Jayant Buch prefers shopping for Home & Kitchen with a budget of ₹25080.72.,489,Jayant Buch,suhanabhandari@shah-agrawal.com,0613102455,Maharashtra,42,Male,Home & Kitchen,25080.72,Cash on Delivery,8ffeaa6471d71e3c3129f3cd1828f4bffd7dc2b474b38f02bca578ee56f04764,2025-03-02 17:55:01
User Siya Banerjee prefers shopping for Electronics with a budget of ₹16722.39.,490,Siya Banerjee,nehmat97@hotmail.com,0047505402,Rajasthan,37,Male,Electronics,16722.39,Credit Card,25ddc61420c28e4431d1419d350b66218376f79d4222bc5d300363008c67bf51,2025-03-26 17:55:01
User Tara Iyengar prefers shopping for Clothing with a budget of ₹45536.12.,491,Tara Iyengar,uthkarshacharya@yahoo.com,+917661521,Punjab,36,Female,Clothing,45536.12,Credit Card,d0ee19185a0bf0c67195b9133428da87817d7a5163b8bfbb7bdf0615d0d97955,2025-03-30 17:55:01
User Dishani Chakraborty prefers shopping for Others with a budget of ₹16304.42.,492,Dishani Chakraborty,ygill@sethi.com,0522909028,Madhya Pradesh,37,Male,Others,16304.42,UPI,aee3bb9ebf9f64f57002f1d0c83a58e694ebeaf56fd8bc7bac4af6ab2f11445b,2025-04-01 17:55:01
User Miraan Dhawan prefers shopping for Beauty with a budget of ₹18266.23.,493,Miraan Dhawan,subramaniamhiran@hotmail.com,+911243710,Punjab,51,Female,Beauty,18266.23,UPI,eb6f2fff5e50625bf43f639d7a8a6205348ad748b3d4129d70d5d05b3dbf771a,2025-03-23 17:55:01
User Keya Dubey prefers shopping for Clothing with a budget of ₹5349.96.,494,Keya Dubey,bbhatia@deshmukh.com,+918400840,Punjab,31,Female,Clothing,5349.96,Cash on Delivery,5c0907ebc3ee5fdab10dc87675970a5bc8f09eced7f294561ced7e14c0525f93,2025-03-26 17:55:01
User Seher Sheth prefers shopping for Clothing with a budget of ₹4763.08.,495,Seher Sheth,akarsh81@gmail.com,0078496319,Maharashtra,52,Female,Clothing,4763.08,PayPal,8e7ca1ba294ae7bd5084bff84046a8239569c5c2abaccf12e2e1e10044e7584a,2025-03-27 17:55:01
User Manikya Saini prefers shopping for Clothing with a budget of ₹15217.5.,496,Manikya Saini,vaibhavgrewal@sood.biz,+914023590,Maharashtra,53,Male,Clothing,15217.5,UPI,c9de1bb94ef33c57714b3a846048c8f4a633c44bf612629810ba0ccb57dd12da,2025-03-17 17:55:01
User Anya Mand prefers shopping for Clothing with a budget of ₹15308.7.,497,Anya Mand,esekhon@hotmail.com,0603438457,Tamil Nadu,25,Female,Clothing,15308.7,Credit Card,2629e1f224153da424f4efd0a8d9266b1a985f604c9d908a4c9793c20c303f61,2025-03-05 17:55:01
User Anahita Bera prefers shopping for Home & Kitchen with a budget of ₹46566.34.,498,Anahita Bera,asandal@hotmail.com,+910247693,Karnataka,18,Male,Home & Kitchen,46566.34,Debit Card,b4debb7bc4ab974d43bfb89b98010d969001609b5f0f337acf7fc0134966eb37,2025-03-23 17:55:01
User Umang Kaul prefers shopping for Books with a budget of ₹5350.04.,499,Umang Kaul,vohraranbir@hotmail.com,0883455011,Maharashtra,35,Male,Books,5350.04,Debit Card,c3826b4f5b6be4fcbc4aa0ff9cd2a04e94f491c2f4322856d5be607a291d03c1,2025-03-26 17:55:01
User Mamooty Agate prefers shopping for Others with a budget of ₹4806.14.,500,Mamooty Agate,samisaira@hotmail.com,+912220677,Tamil Nadu,39,Male,Others,4806.14,Cash on Delivery,18dbef681f07d81b06ce19db99c0f4f6650c8c29342690f5ec0de3596f818f73,2025-03-11 17:55:01
